City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
216,Carahue,CL,2022-05-29 15:54:22,-38.7,-73.1667,46.33,63,67,2.17
217,Kupang,ID,2022-05-29 15:54:22,-10.1667,123.5833,76.66,86,61,4.23
218,Elko,US,2022-05-29 15:54:21,41.0002,-115.5012,42.82,76,88,10.0
219,Meulaboh,ID,2022-05-29 15:54:23,4.1363,96.1285,78.37,77,100,4.65
220,Cayenne,GF,2022-05-29 15:54:23,4.9333,-52.3333,84.09,11,75,3.44
221,Lira,UG,2022-05-29 15:54:23,2.235,32.9097,64.26,97,99,8.77
222,Saldanha,ZA,2022-05-29 15:54:23,-33.0117,17.9442,60.85,59,9,15.93
223,Quatre Cocos,MU,2022-05-29 15:54:24,-20.2078,57.7625,73.51,57,14,20.0
224,Dukat,RU,2022-05-29 15:54:24,62.55,155.55,35.11,83,12,4.97
225,Afua,BR,2022-05-29 15:54:24,-0.1567,-50.3867,81.3,83,86,3.36
226,Oeiras,BR,2022-05-29 15:54:25,-7.0253,-42.1311,92.82,38,17,7.96
227,Kloulklubed,PW,2022-05-29 15:54:25,7.0419,134.2556,82.85,77,94,20.15
228,Santa Cruz Del Sur,CU,2022-05-29 15:54:25,20.7147,-77.9956,84.31,62,100,7.05
229,Waitati,NZ,2022-05-29 15:54:26,-45.75,170.5667,48.79,84,100,8.55
230,Bambous Virieux,MU,2022-05-29 15:54:26,-20.3428,57.7575,73.65,73,40,16.11
231,Keetmanshoop,NA,2022-05-29 15:54:26,-26.5833,18.1333,59.79,33,0,13.18
232,Tuktoyaktuk,CA,2022-05-29 15:54:26,69.4541,-133.0374,35.6,75,100,8.05
233,Namibe,AO,2022-05-29 15:54:27,-15.1961,12.1522,68.97,75,2,9.71
234,Jacobina,BR,2022-05-29 15:54:27,-11.1806,-40.5183,84.4,40,14,7.25
235,Sao Paulo De Olivenca,BR,2022-05-29 15:54:27,-3.3783,-68.8725,79.52,79,100,1.92
236,Alta Floresta,BR,2022-05-29 15:52:19,-9.8756,-56.0861,94.82,41,20,11.5
237,Egvekinot,RU,2022-05-29 15:54:28,66.3167,-179.1667,33.37,86,100,2.3
238,San Luis,AR,2022-05-29 15:53:37,-33.295,-66.3356,52.27,26,100,7.38
239,Soe,ID,2022-05-29 15:54:28,-9.8607,124.284,66.02,93,80,2.28
240,Rio Grande,BR,2022-05-29 15:54:28,-32.035,-52.0986,57.94,76,72,13.6
241,Saint-Leu,RE,2022-05-29 15:54:29,-21.15,55.2833,70.66,64,44,12.15
242,Vaitape,PF,2022-05-29 15:54:29,-16.5167,-151.75,80.04,72,17,11.3
243,Katsuura,JP,2022-05-29 15:54:29,35.1333,140.3,68.05,81,34,10.4
244,Gat,IL,2022-05-29 15:50:02,31.61,34.7642,86.4,44,0,11.41
245,Zabol,AF,2022-05-29 15:54:30,32.25,67.25,68.43,15,0,14.63
246,Puerto Baquerizo Moreno,EC,2022-05-29 15:52:35,-0.9,-89.6,74.39,78,100,9.22
247,Wajima,JP,2022-05-29 15:54:30,37.4,136.9,64.26,76,41,2.82
248,Soubre,CI,2022-05-29 15:54:31,5.7856,-6.6083,86.56,65,67,3.6
249,Rochester,US,2022-05-29 15:50:01,43.1548,-77.6156,75.11,59,40,5.75
250,Chokurdakh,RU,2022-05-29 15:54:31,70.6333,147.9167,29.68,86,80,7.65
251,Dudinka,RU,2022-05-29 15:54:31,69.4058,86.1778,40.62,85,19,22.1
252,Santa Catarina De Tepehuanes,MX,2022-05-29 15:54:32,25.35,-105.7333,77.14,24,23,5.61
253,Praia Da Vitoria,PT,2022-05-29 15:54:32,38.7333,-27.0667,64.65,55,40,16.28
254,Heihe,CN,2022-05-29 15:54:32,50.2441,127.4902,56.3,98,100,10.29
255,Hambantota,LK,2022-05-29 15:54:32,6.1241,81.1185,79.81,82,100,14.47
256,Kavieng,PG,2022-05-29 15:54:33,-2.5744,150.7967,81.64,77,90,10.22
257,Antofagasta,CL,2022-05-29 15:54:33,-23.65,-70.4,58.28,67,67,8.66
